,v1,v2,corr
13,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,39Y: อัตราส่วนของครัวเรือนที่ใช้อินเทอร์เน็ต (ร้อยละ) ,-0.904913644581294
14,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,40Y: สัดส่วนผลิตภัณฑ์มวลรวมของวิสาหกิจขนาดกลางและขนาดย่อมต่อผลิตภัณฑ์มวลรวมในประเทศ ,-0.9377449065857247
15,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,46Y: สัดส่วนการส่งออกของวิสาหกิจขนาดกลางและขนาดย่อมต่อการส่งออกรวมของประเทศ,-0.43870150619466436
16,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,69Y: อัตราการฆ่าตัวตายสำเร็จต่อประชากรแสนคนลดลง,-0.18329113391366778
17,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,79Y: อัตราเงินเฟ้อระยะปานกลางอยู่ที่ร้อยละ 2.5 ± 1.5,0.5453306027004063
18,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,80Y: หนี้สาธารณะคงค้าง ณ สิ้นแผนพัฒนาฯ ฉบับที่ 12 ไม่เกินร้อยละ 55 ของผลิตภัณฑ์มวลรวมในประเทศ,0.3434494173651834
19,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,81Y: ดุลบัญชีเดินสะพัดไม่เกินร้อยละ 2 ต่อผลิตภัณฑ์มวลรวมในประเทศ,-0.653100849507809
20,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,84Y: สัดส่วนพื้นที่ป่าไม้เป็นร้อยละ 40 ของพื้นที่ประเทศ,0.5264460355804775
21,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,91.1Y: มูลค่าความเสียหายจากอุทกภัยและภัยแล้งมีแนวโน้มลดลง,0.29118463990396276
22,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,91.2Y: พื้นที่เสียหายจากอุทกภัยและภัยแล้งมีแนวโน้มลดลง,0.5568876603941432
23,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,"92Y: พื้นที่ชลประทานเพิ่มขึ้นปีละ 350,000 ไร่",-0.27603484568630027
24,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,95Y: คุณภาพอากาศในพื้นที่วิกฤติหมอกควันได้รับการแก้ไขและมีค่าอยู่ในเกณฑ์มาตรฐาน (ร้อยละจำนวนวันที่ PM10 ใน 9 จังหวัดภาคเหนืออยู่ในเกณฑ์มาตรฐาน),-0.8831142540814882
25,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,102.1Y: จำนวนผู้เสียชีวิตจากภัยธรรมชาติลดลง,-0.4017410172458796
26,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,102.2Y: มูลค่าความเสียหายจากภัยธรรมชาติลดลง,0.35181851895962535
27,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,102.3Y: ค่าใช้จ่ายในการชดเชยผู้ได้รับผลกระทบจากภัยพิบัติในพื้นที่เสี่ยงภัยซ้าซากลดลง,0.4199355529132444
28,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,103Y: สัดส่วนค่าใช้จ่ายการลงทุนเพื่อการวิจัยและพัฒนาเพิ่มสู่ร้อยละ 1.5 ของผลิตภัณฑ์มวลรวมในประเทศ,-0.9668531178424854
29,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,104Y: สัดส่วนการลงทุนวิจัยและพัฒนาของภาคเอกชนต่อภาครัฐ เพิ่มเป็น 70:30,-0.9902837824836399
30,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,"106Y: จำนวนบุคลากรด้านการวิจัยและพัฒนาเพิ่มเป็น 25 คนต่อประชากร 10,000 คน",-0.882509271864964
31,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,113.1Y: มูลค่าการค้าระหว่างไทยกับประเทศในภูมิภาค,-0.9369107975868497
32,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,113.2Y: มูลค่าการลงทุนระหว่างไทยกับประเทศในภูมิภาค,0.4995994831944463
33,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,117Y: มูลค่าการให้ความช่วยเหลือของไทยในอนุภูมิภาคและภูมิภาค,-0.13799746104756375
34,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,120Y: อัตราการขยายตัวของผลิตภัณฑ์มวลรวมในประเทศในสาขาอุตสาหกรรม (เฉลี่ยร้อยละ),0.23092754937322024
35,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,121Y: อัตราการขยายตัวของผลิตภัณฑ์มวลรวมในประเทศในสาขาบริการ (เฉลี่ยร้อยละ),0.2583542689189316
36,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,122Y: อัตราการขยายตัวของผลิตภาพการผลิตของภาคอุตสาหกรรม (เฉลี่ยร้อยละ),0.8857082109447251
37,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,138Y: ดัชนีการพัฒนามนุษย์ (Human Development Index: HDI),-0.9637779306198659
38,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,144Y: อันดับขีดความสามารถในการแข่งขันของประเทศด้านการศึกษา,-0.48056276661269
39,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,145Y: ความสามารถในการแข่งขันของประเทศไทยในระดับสากลดีขึ้น (GTCI) (คะแนน),0.040849161176649836
40,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,152Y: ดัชนีสมรรถนะสิ่งแวดล้อม (คะแนน),0.3189838337285118
41,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,154Y: ดัชนีคุณภาพมหาสมุทร (Ocean Health Index) ,0.7921754879431501
42,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,174Y: การลงทุนเพื่อการวิจัยและพัฒนา,-0.9557968911294893
43,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,183Y: อัตราการขยายตัวของผลิตภัณฑ์มวลรวมของพื้นที่ เขตเศรษฐกิจพิเศษทั้งหมด ,-0.5821715673265578
44,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,184Y: มูลค่าการส่งเสริมการลงทุนในพื้นที่เขตเศรษฐกิจพิเศษทั้งหมด ในช่วง ๕ ปีแรก ,-0.8308916722799067
45,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,185Y: อัตราการขยายตัวของผลิตภัณฑ์มวลรวมของพื้นที่ เขตพัฒนาพิเศษภาคตะวันออก ,-0.6093148524697096
46,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,186Y: มูลค่าการลงทุนในเขตพัฒนาพิเศษภาคตะวันออก  ,-0.8124309099690079
47,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,187Y: อัตราการขยายตัวของผลิตภัณฑ์มวลรวมของพื้นที่ เขตพัฒนาพิเศษภาคใต้,-0.22575025695056947
48,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,190Y: อัตราการขยายตัวของผลิตภัณฑ์มวลรวมของเขตพัฒนาเศรษฐกิจพิเศษชายแดน ,-0.5972768485893661
49,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,200.1Y: รายได้การท่องเที่ยวระดับภาคเพิ่มขึ้น (ภาคกลาง),0.763170853149646
50,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,200.2Y: รายได้การท่องเที่ยวระดับภาคเพิ่มขึ้น (ภาคเหนือ),0.3895636258233983
51,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,200.3Y: รายได้การท่องเที่ยวระดับภาคเพิ่มขึ้น (ภาคตะวันออกเฉียงเหนือ),-0.0722814061510423
52,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,200.4Y: รายได้การท่องเที่ยวระดับภาคเพิ่มขึ้น (ภาคตะวันออก),0.6735586650862969
53,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,200.5Y: รายได้การท่องเที่ยวระดับภาคเพิ่มขึ้น (ภาคใต้),0.9852124933257994
54,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,200.6Y: รายได้การท่องเที่ยวระดับภาคเพิ่มขึ้น (ภาคใต้ชายแดน),0.5424363781529621
55,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,201Y: มูลค่าผลิตภัณฑ์ภาคต่อหัว (GRP Per capita) ของภาคกลาง,0.04359249129157248
56,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,202.1Y: อัตราการเจริญเติบโตทางเศรษฐกิจของภาค (ตะวันออกเฉียงเหนือ),-0.15938766054455003
57,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,202.2Y: อัตราการเจริญเติบโตทางเศรษฐกิจของภาค (เหนือ),-0.7899030703124045
58,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,202.3Y: อัตราการเจริญเติบโตทางเศรษฐกิจของภาค (ภาคใต้),-0.295065287742764
59,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,202.4Y: อัตราการเจริญเติบโตทางเศรษฐกิจของภาค (ภาคใต้ชายแดน),-0.592694491119223
60,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,202.5Y: อัตราการเจริญเติบโตทางเศรษฐกิจของภาค (ภาคตะวันออก),-0.723415228898877
61,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,202.6Y: อัตราการเจริญเติบโตทางเศรษฐกิจของภาค (ภาคกลาง และกรุงเทพฯ) ,0.06558588271355754
62,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,32: สัดส่วนพื้นที่ป่าไม้ต่อพื้นที่ภาคเพิ่มขึ้น (ภาคเหนือ),-0.216233917014059
63,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,203.2Y: สัดส่วนพื้นที่ป่าไม้ต่อพื้นที่ภาคเพิ่มขึ้น (ภาคตะวันออกเฉียงเหนือ),0.23870297897257056
64,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,203.3Y: สัดส่วนพื้นที่ป่าไม้ต่อพื้นที่ภาคเพิ่มขึ้น (ภาคกลาง/กทม.),-0.7790441497862775
65,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,203.4Y: สัดส่วนพื้นที่ป่าไม้ต่อพื้นที่ภาคเพิ่มขึ้น (ภาคตะวันออก),-0.3232185679351705
66,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,206Y: จำนวนผู้เสียชีวิต (ลดลงเฉลี่ย 4% ต่อปี) ,0.03184793884895961
67,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,209.1Y: อัตราการขยายตัวของมูลค่าผลิตภัณฑ์มวลรวมจังหวัด (GPP) จังหวัดนครราชสีมา,-0.6490810310198186
68,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,209.2Y: อัตราการขยายตัวของมูลค่าผลิตภัณฑ์มวลรวมจังหวัด (GPP) จังหวัดเชียงใหม่,-0.6490810310198186
69,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,209.3Y: อัตราการขยายตัวของมูลค่าผลิตภัณฑ์มวลรวมจังหวัด (GPP) จังหวัดสมุทรปราการ,-0.6490810310198186
70,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,211.2Y: รายได้การท่องเที่ยวระดับจังหวัดเพิ่มขึ้น (สมุทรปราการ),0.5253245089774152
71,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,211.3Y: รายได้การท่องเที่ยวระดับจังหวัดเพิ่มขึ้น (เชียงใหม่),-0.967343698641251
72,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,211.4Y: รายได้การท่องเที่ยวระดับจังหวัดเพิ่มขึ้น (ภูเก็ต),0.9618665256389609
73,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,212.1Y: ร้อยละของประชากร ที่อยู่ใต้เส้นความยากจน (%) (ภาคตะวันออกเฉียงเหนือ),0.9311877508930483
74,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,212.2Y: ร้อยละของประชากร ที่อยู่ใต้เส้นความยากจน (%) (ภาตใต้ชายแดน),0.7786958403051127
75,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,212.3Y: ร้อยละของประชากร ที่อยู่ใต้เส้นความยากจน (%) (ภาคเหนือ),0.9016243675393155
76,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,212.4Y: ร้อยละของประชากร ที่อยู่ใต้เส้นความยากจน (%) (เชียงใหม่),0.5635088428289879
77,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,212.5Y: ร้อยละของประชากร ที่อยู่ใต้เส้นความยากจน (%) (นครราชสีมา),0.39087717763374463
78,2Y: สัดส่วนต้นทุนโลจิสติกส์ของประเทศไทยต่อผลิตภัณฑ์มวลรวมในประเทศ ลดลงเป็นร้อยละ 12 ในปี 2564,213Y: อัตราส่วนแพทย์ต่อประชากร (คน/แพทย์ 1 คน),0.9128035073649343
79,6Y: มูลค่าพาณิชย์อิเล็กทรอนิกส์สาขาการขนส่งและโลจิสติกส์ เพิ่มขึ้นเฉลี่ย ร้อยละ 10 ต่อปี,10Y: ปริมาณการปล่อยก๊าซคาร์บอนไดออกไซค์สาขาการขนส่งลดลงร้อยละ 5-10 ภายในปี 2564,0.630321412951116
80,6Y: มูลค่าพาณิชย์อิเล็กทรอนิกส์สาขาการขนส่งและโลจิสติกส์ เพิ่มขึ้นเฉลี่ย ร้อยละ 10 ต่อปี,12Y: ปริมาณการขนส่งต่อเนื่องหลายรูปแบบ (Multimodal Transportation) เพิ่มขึ้นเฉลี่ย 5% ต่อปี*,0.2910542751410548
81,6Y: มูลค่าพาณิชย์อิเล็กทรอนิกส์สาขาการขนส่งและโลจิสติกส์ เพิ่มขึ้นเฉลี่ย ร้อยละ 10 ต่อปี,20.1Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (รายได้ประชาชาติ),-0.7548364002970126
82,6Y: มูลค่าพาณิชย์อิเล็กทรอนิกส์สาขาการขนส่งและโลจิสติกส์ เพิ่มขึ้นเฉลี่ย ร้อยละ 10 ต่อปี,20.2Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้  (การขยายตัวของ GDP),-0.06814404038098457
83,6Y: มูลค่าพาณิชย์อิเล็กทรอนิกส์สาขาการขนส่งและโลจิสติกส์ เพิ่มขึ้นเฉลี่ย ร้อยละ 10 ต่อปี,20.3Y: รายได้ประชาชาติการขยายตัวของ GDP และการกระจายรายได้ (การกระจายรายได้),-0.06117437635672627
84,6Y: มูลค่าพาณิชย์อิเล็กทรอนิกส์สาขาการขนส่งและโลจิสติกส์ เพิ่มขึ้นเฉลี่ย ร้อยละ 10 ต่อปี,24Y: สัดส่วนการใช้พลังงานขั้นสุดท้ายต่อผลิตภัณฑ์มวลรวมในประเทศ (ค่าความเข้มการใช้พลังงานขั้นสุดท้าย) สัดส่วนการใช้พลังงานขั้นสุดท้ายต่อผลิตภัณฑ์มวลรวมในประเทศลดลงจาก 8.22 เป็น 7.70 พันตันเทียบเท่าน้ามันดิบ/พันล้านบาท ในปี 2564,0.6837502011746905
85,6Y: มูลค่าพาณิชย์อิเล็กทรอนิกส์สาขาการขนส่งและโลจิสติกส์ เพิ่มขึ้นเฉลี่ย ร้อยละ 10 ต่อปี,27Y: สัดส่วนการใช้พลังงานทดแทนต่อปริมาณการใช้พลังงานขั้นสุดท้ายเพิ่มขึ้นจากร้อยละ 12.94 เป็นร้อยละ 17.34 ในปี 2564,-0.7887632551960011
86,6Y: มูลค่าพาณิชย์อิเล็กทรอนิกส์สาขาการขนส่งและโลจิสติกส์ เพิ่มขึ้นเฉลี่ย ร้อยละ 10 ต่อปี,28Y: สัดส่วนการใช้ก๊าซธรรมชาติในการผลิตไฟฟ้าลดลงจากร้อยละ  65 เป็นร้อยละ 47 ใน ปี 2564,0.7572361278412595
